Regions Code,Regions,Passports held (18 categories) Code,Passports held (18 categories),Occupation (current) (10 categories) Code,Occupation (current) (10 categories),Observation
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,7,7. Sales and customer service occupations,207
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,8,"8. Process, plant and machine operatives",139
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,9,9. Elementary occupations,628
E12000005,West Midlands,12,Middle East and Asia: Central Asia,-8,Does not apply,116
E12000005,West Midlands,12,Middle East and Asia: Central Asia,1,"1. Managers, directors and senior officials",11
E12000005,West Midlands,12,Middle East and Asia: Central Asia,2,2. Professional occupations,13
E12000005,West Midlands,12,Middle East and Asia: Central Asia,3,3. Associate professional and technical occupations,11
E12000005,West Midlands,12,Middle East and Asia: Central Asia,4,4. Administrative and secretarial occupations,7
E12000005,West Midlands,12,Middle East and Asia: Central Asia,5,5. Skilled trades occupations,2
E12000005,West Midlands,12,Middle East and Asia: Central Asia,6,"6. Caring, leisure and other service occupations",5
E12000005,West Midlands,12,Middle East and Asia: Central Asia,7,7. Sales and customer service occupations,10
E12000005,West Midlands,12,Middle East and Asia: Central Asia,8,"8. Process, plant and machine operatives",5
E12000005,West Midlands,12,Middle East and Asia: Central Asia,9,9. Elementary occupations,10
E12000005,West Midlands,13,The Americas and the Caribbean: North America,-8,Does not apply,2827
E12000005,West Midlands,13,The Americas and the Caribbean: North America,1,"1. Managers, directors and senior officials",403
E12000005,West Midlands,13,The Americas and the Caribbean: North America,2,2. Professional occupations,1167
E12000005,West Midlands,13,The Americas and the Caribbean: North America,3,3. Associate professional and technical occupations,461
E12000005,West Midlands,13,The Americas and the Caribbean: North America,4,4. Administrative and secretarial occupations,272
E12000005,West Midlands,13,The Americas and the Caribbean: North America,5,5. Skilled trades occupations,116
E12000005,West Midlands,13,The Americas and the Caribbean: North America,6,"6. Caring, leisure and other service occupations",175
E12000005,West Midlands,13,The Americas and the Caribbean: North America,7,7. Sales and customer service occupations,186
E12000005,West Midlands,13,The Americas and the Caribbean: North America,8,"8. Process, plant and machine operatives",60
E12000005,West Midlands,13,The Americas and the Caribbean: North America,9,9. Elementary occupations,143
E12000005,West Midlands,14,The Americas and the Caribbean: Central and South America,-8,Does not apply,3829
E12000005,West Midlands,14,The Americas and the Caribbean: Central and South America,1,"1. Managers, directors and senior officials",291
E12000005,West Midlands,14,The Americas and the Caribbean: Central and South America,2,2. Professional occupations,848
E12000005,West Midlands,14,The Americas and the Caribbean: Central and South America,3,3. Associate professional and technical occupations,439
E12000005,West Midlands,14,The Americas and the Caribbean: Central and South America,4,4. Administrative and secretarial occupations,265
E12000005,West Midlands,14,The Americas and the Caribbean: Central and South America,5,5. Skilled trades occupations,421
E12000005,West Midlands,14,The Americas and the Caribbean: Central and South America,6,"6. Caring, leisure and other service occupations",1112
E12000005,West Midlands,14,The Americas and the Caribbean: Central and South America,7,7. Sales and customer service occupations,267
E12000005,West Midlands,14,The Americas and the Caribbean: Central and South America,8,"8. Process, plant and machine operatives",394
E12000005,West Midlands,14,The Americas and the Caribbean: Central and South America,9,9. Elementary occupations,1211
E12000005,West Midlands,15,"Antarctica and Oceania, including Australasia",-8,Does not apply,882
E12000005,West Midlands,15,"Antarctica and Oceania, including Australasia",1,"1. Managers, directors and senior officials",290
E12000005,West Midlands,15,"Antarctica and Oceania, including Australasia",2,2. Professional occupations,558
E12000005,West Midlands,15,"Antarctica and Oceania, including Australasia",3,3. Associate professional and technical occupations,263
E12000005,West Midlands,15,"Antarctica and Oceania, including Australasia",4,4. Administrative and secretarial occupations,112
E12000005,West Midlands,15,"Antarctica and Oceania, including Australasia",5,5. Skilled trades occupations,124
E12000005,West Midlands,15,"Antarctica and Oceania, including Australasia",6,"6. Caring, leisure and other service occupations",117
E12000005,West Midlands,15,"Antarctica and Oceania, including Australasia",7,7. Sales and customer service occupations,68
E12000005,West Midlands,15,"Antarctica and Oceania, including Australasia",8,"8. Process, plant and machine operatives",73
E12000005,West Midlands,15,"Antarctica and Oceania, including Australasia",9,9. Elementary occupations,122
E12000005,West Midlands,16,British Overseas Territories,-8,Does not apply,68
E12000005,West Midlands,16,British Overseas Territories,1,"1. Managers, directors and senior officials",5
E12000005,West Midlands,16,British Overseas Territories,2,2. Professional occupations,2
E12000005,West Midlands,16,British Overseas Territories,3,3. Associate professional and technical occupations,3
E12000005,West Midlands,16,British Overseas Territories,4,4. Administrative and secretarial occupations,0
E12000005,West Midlands,16,British Overseas Territories,5,5. Skilled trades occupations,1
E12000005,West Midlands,16,British Overseas Territories,6,"6. Caring, leisure and other service occupations",3
E12000005,West Midlands,16,British Overseas Territories,7,7. Sales and customer service occupations,3
E12000005,West Midlands,16,British Overseas Territories,8,"8. Process, plant and machine operatives",3
E12000005,West Midlands,16,British Overseas Territories,9,9. Elementary occupations,6
E12000005,West Midlands,17,No passport held,-8,Does not apply,749043
E12000005,West Midlands,17,No passport held,1,"1. Managers, directors and senior officials",10305
E12000005,West Midlands,17,No passport held,2,2. Professional occupations,12315
E12000005,West Midlands,17,No passport held,3,3. Associate professional and technical occupations,12316
E12000005,West Midlands,17,No passport held,4,4. Administrative and secretarial occupations,13700
E12000005,West Midlands,17,No passport held,5,5. Skilled trades occupations,27800
E12000005,West Midlands,17,No passport held,6,"6. Caring, leisure and other service occupations",24014
E12000005,West Midlands,17,No passport held,7,7. Sales and customer service occupations,19934
E12000005,West Midlands,17,No passport held,8,"8. Process, plant and machine operatives",22281
E12000005,West Midlands,17,No passport held,9,9. Elementary occupations,43177
E12000006,East of England,-8,Does not apply,-8,Does not apply,0
E12000006,East of England,-8,Does not apply,1,"1. Managers, directors and senior officials",0
E12000006,East of England,-8,Does not apply,2,2. Professional occupations,0
E12000006,East of England,-8,Does not apply,3,3. Associate professional and technical occupations,0
E12000006,East of England,-8,Does not apply,4,4. Administrative and secretarial occupations,0
E12000006,East of England,-8,Does not apply,5,5. Skilled trades occupations,0
E12000006,East of England,-8,Does not apply,6,"6. Caring, leisure and other service occupations",0
E12000006,East of England,-8,Does not apply,7,7. Sales and customer service occupations,0
E12000006,East of England,-8,Does not apply,8,"8. Process, plant and machine operatives",0
E12000006,East of England,-8,Does not apply,9,9. Elementary occupations,0
E12000006,East of England,1,Europe: United Kingdom,-8,Does not apply,2342124
E12000006,East of England,1,Europe: United Kingdom,1,"1. Managers, directors and senior officials",368938
E12000006,East of England,1,Europe: United Kingdom,2,2. Professional occupations,508531
E12000006,East of England,1,Europe: United Kingdom,3,3. Associate professional and technical occupations,356241
E12000006,East of England,1,Europe: United Kingdom,4,4. Administrative and secretarial occupations,262109
E12000006,East of England,1,Europe: United Kingdom,5,5. Skilled trades occupations,261436
E12000006,East of England,1,Europe: United Kingdom,6,"6. Caring, leisure and other service occupations",215700
E12000006,East of England,1,Europe: United Kingdom,7,7. Sales and customer service occupations,172478
E12000006,East of England,1,Europe: United Kingdom,8,"8. Process, plant and machine operatives",145095
E12000006,East of England,1,Europe: United Kingdom,9,9. Elementary occupations,192221
E12000006,East of England,2,Europe: Ireland,-8,Does not apply,19279
E12000006,East of England,2,Europe: Ireland,1,"1. Managers, directors and senior officials",3760
E12000006,East of England,2,Europe: Ireland,2,2. Professional occupations,6587
E12000006,East of England,2,Europe: Ireland,3,3. Associate professional and technical occupations,2722
E12000006,East of England,2,Europe: Ireland,4,4. Administrative and secretarial occupations,1797
E12000006,East of England,2,Europe: Ireland,5,5. Skilled trades occupations,1845
E12000006,East of England,2,Europe: Ireland,6,"6. Caring, leisure and other service occupations",1656
E12000006,East of England,2,Europe: Ireland,7,7. Sales and customer service occupations,857
E12000006,East of England,2,Europe: Ireland,8,"8. Process, plant and machine operatives",1040
E12000006,East of England,2,Europe: Ireland,9,9. Elementary occupations,1271
E12000006,East of England,3,Europe: Other Europe: EU Member countries,-8,Does not apply,131639
E12000006,East of England,3,Europe: Other Europe: EU Member countries,1,"1. Managers, directors and senior officials",19509
E12000006,East of England,3,Europe: Other Europe: EU Member countries,2,2. Professional occupations,32736
E12000006,East of England,3,Europe: Other Europe: EU Member countries,3,3. Associate professional and technical occupations,18369
E12000006,East of England,3,Europe: Other Europe: EU Member countries,4,4. Administrative and secretarial occupations,14914
E12000006,East of England,3,Europe: Other Europe: EU Member countries,5,5. Skilled trades occupations,26730
E12000006,East of England,3,Europe: Other Europe: EU Member countries,6,"6. Caring, leisure and other service occupations",22353
E12000006,East of England,3,Europe: Other Europe: EU Member countries,7,7. Sales and customer service occupations,14225
E12000006,East of England,3,Europe: Other Europe: EU Member countries,8,"8. Process, plant and machine operatives",38739
E12000006,East of England,3,Europe: Other Europe: EU Member countries,9,9. Elementary occupations,57884
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,6405
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,1,"1. Managers, directors and senior officials",1066
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,2,2. Professional occupations,1622
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,3,3. Associate professional and technical occupations,773
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,4,4. Administrative and secretarial occupations,547
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,5,5. Skilled trades occupations,1406
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,6,"6. Caring, leisure and other service occupations",526
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,7,7. Sales and customer service occupations,450
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,8,"8. Process, plant and machine operatives",568
E12000006,East of England,4,Europe: Other Europe: Rest of Europe,9,9. Elementary occupations,1443
E12000006,East of England,5,Africa: North Africa,-8,Does not apply,2038
E12000006,East of England,5,Africa: North Africa,1,"1. Managers, directors and senior officials",114
E12000006,East of England,5,Africa: North Africa,2,2. Professional occupations,638
E12000006,East of England,5,Africa: North Africa,3,3. Associate professional and technical occupations,81
E12000006,East of England,5,Africa: North Africa,4,4. Administrative and secretarial occupations,54
E12000006,East of England,5,Africa: North Africa,5,5. Skilled trades occupations,140
E12000006,East of England,5,Africa: North Africa,6,"6. Caring, leisure and other service occupations",119
E12000006,East of England,5,Africa: North Africa,7,7. Sales and customer service occupations,98
E12000006,East of England,5,Africa: North Africa,8,"8. Process, plant and machine operatives",135
E12000006,East of England,5,Africa: North Africa,9,9. Elementary occupations,319
E12000006,East of England,6,Africa: Central and Western Africa,-8,Does not apply,6849
E12000006,East of England,6,Africa: Central and Western Africa,1,"1. Managers, directors and senior officials",595
E12000006,East of England,6,Africa: Central and Western Africa,2,2. Professional occupations,2397
E12000006,East of England,6,Africa: Central and Western Africa,3,3. Associate professional and technical occupations,724
E12000006,East of England,6,Africa: Central and Western Africa,4,4. Administrative and secretarial occupations,481
E12000006,East of England,6,Africa: Central and Western Africa,5,5. Skilled trades occupations,308
E12000006,East of England,6,Africa: Central and Western Africa,6,"6. Caring, leisure and other service occupations",3225
E12000006,East of England,6,Africa: Central and Western Africa,7,7. Sales and customer service occupations,530
E12000006,East of England,6,Africa: Central and Western Africa,8,"8. Process, plant and machine operatives",533
E12000006,East of England,6,Africa: Central and Western Africa,9,9. Elementary occupations,1828
E12000006,East of England,7,Africa: South and Eastern Africa,-8,Does not apply,5013
E12000006,East of England,7,Africa: South and Eastern Africa,1,"1. Managers, directors and senior officials",981
E12000006,East of England,7,Africa: South and Eastern Africa,2,2. Professional occupations,2502
E12000006,East of England,7,Africa: South and Eastern Africa,3,3. Associate professional and technical occupations,1022
E12000006,East of England,7,Africa: South and Eastern Africa,4,4. Administrative and secretarial occupations,637
E12000006,East of England,7,Africa: South and Eastern Africa,5,5. Skilled trades occupations,491
E12000006,East of England,7,Africa: South and Eastern Africa,6,"6. Caring, leisure and other service occupations",2013
E12000006,East of England,7,Africa: South and Eastern Africa,7,7. Sales and customer service occupations,399
E12000006,East of England,7,Africa: South and Eastern Africa,8,"8. Process, plant and machine operatives",435
E12000006,East of England,7,Africa: South and Eastern Africa,9,9. Elementary occupations,685
E12000006,East of England,8,Middle East and Asia: Middle East,-8,Does not apply,1936
E12000006,East of England,8,Middle East and Asia: Middle East,1,"1. Managers, directors and senior officials",143
E12000006,East of England,8,Middle East and Asia: Middle East,2,2. Professional occupations,544
E12000006,East of England,8,Middle East and Asia: Middle East,3,3. Associate professional and technical occupations,121
E12000006,East of England,8,Middle East and Asia: Middle East,4,4. Administrative and secretarial occupations,56
E12000006,East of England,8,Middle East and Asia: Middle East,5,5. Skilled trades occupations,64
E12000006,East of England,8,Middle East and Asia: Middle East,6,"6. Caring, leisure and other service occupations",72
E12000006,East of England,8,Middle East and Asia: Middle East,7,7. Sales and customer service occupations,75
E12000006,East of England,8,Middle East and Asia: Middle East,8,"8. Process, plant and machine operatives",45
E12000006,East of England,8,Middle East and Asia: Middle East,9,9. Elementary occupations,109
E12000006,East of England,9,Middle East and Asia: Eastern Asia,-8,Does not apply,4911
E12000006,East of England,9,Middle East and Asia: Eastern Asia,1,"1. Managers, directors and senior officials",748
E12000006,East of England,9,Middle East and Asia: Eastern Asia,2,2. Professional occupations,1990
E12000006,East of England,9,Middle East and Asia: Eastern Asia,3,3. Associate professional and technical occupations,662
E12000006,East of England,9,Middle East and Asia: Eastern Asia,4,4. Administrative and secretarial occupations,394
E12000006,East of England,9,Middle East and Asia: Eastern Asia,5,5. Skilled trades occupations,634
E12000006,East of England,9,Middle East and Asia: Eastern Asia,6,"6. Caring, leisure and other service occupations",216
E12000006,East of England,9,Middle East and Asia: Eastern Asia,7,7. Sales and customer service occupations,284
E12000006,East of England,9,Middle East and Asia: Eastern Asia,8,"8. Process, plant and machine operatives",51
E12000006,East of England,9,Middle East and Asia: Eastern Asia,9,9. Elementary occupations,273
E12000006,East of England,10,Middle East and Asia: Southern Asia,-8,Does not apply,24559
E12000006,East of England,10,Middle East and Asia: Southern Asia,1,"1. Managers, directors and senior officials",2236
E12000006,East of England,10,Middle East and Asia: Southern Asia,2,2. Professional occupations,10651
E12000006,East of England,10,Middle East and Asia: Southern Asia,3,3. Associate professional and technical occupations,1970
E12000006,East of England,10,Middle East and Asia: Southern Asia,4,4. Administrative and secretarial occupations,1321
E12000006,East of England,10,Middle East and Asia: Southern Asia,5,5. Skilled trades occupations,1224
E12000006,East of England,10,Middle East and Asia: Southern Asia,6,"6. Caring, leisure and other service occupations",2355
E12000006,East of England,10,Middle East and Asia: Southern Asia,7,7. Sales and customer service occupations,2542
E12000006,East of England,10,Middle East and Asia: Southern Asia,8,"8. Process, plant and machine operatives",1973
E12000006,East of England,10,Middle East and Asia: Southern Asia,9,9. Elementary occupations,3941
E12000006,East of England,11,Middle East and Asia: South-East Asia,-8,Does not apply,4367
E12000006,East of England,11,Middle East and Asia: South-East Asia,1,"1. Managers, directors and senior officials",455
E12000006,East of England,11,Middle East and Asia: South-East Asia,2,2. Professional occupations,3915
E12000006,East of England,11,Middle East and Asia: South-East Asia,3,3. Associate professional and technical occupations,449
E12000006,East of England,11,Middle East and Asia: South-East Asia,4,4. Administrative and secretarial occupations,339
E12000006,East of England,11,Middle East and Asia: South-East Asia,5,5. Skilled trades occupations,566
E12000006,East of England,11,Middle East and Asia: South-East Asia,6,"6. Caring, leisure and other service occupations",1477
E12000006,East of England,11,Middle East and Asia: South-East Asia,7,7. Sales and customer service occupations,362
E12000006,East of England,11,Middle East and Asia: South-East Asia,8,"8. Process, plant and machine operatives",156
E12000006,East of England,11,Middle East and Asia: South-East Asia,9,9. Elementary occupations,925
E12000006,East of England,12,Middle East and Asia: Central Asia,-8,Does not apply,122
E12000006,East of England,12,Middle East and Asia: Central Asia,1,"1. Managers, directors and senior officials",25
E12000006,East of England,12,Middle East and Asia: Central Asia,2,2. Professional occupations,40
E12000006,East of England,12,Middle East and Asia: Central Asia,3,3. Associate professional and technical occupations,18
E12000006,East of England,12,Middle East and Asia: Central Asia,4,4. Administrative and secretarial occupations,12
E12000006,East of England,12,Middle East and Asia: Central Asia,5,5. Skilled trades occupations,7
E12000006,East of England,12,Middle East and Asia: Central Asia,6,"6. Caring, leisure and other service occupations",15
E12000006,East of England,12,Middle East and Asia: Central Asia,7,7. Sales and customer service occupations,13
E12000006,East of England,12,Middle East and Asia: Central Asia,8,"8. Process, plant and machine operatives",8
E12000006,East of England,12,Middle East and Asia: Central Asia,9,9. Elementary occupations,27
E12000006,East of England,13,The Americas and the Caribbean: North America,-8,Does not apply,12795
E12000006,East of England,13,The Americas and the Caribbean: North America,1,"1. Managers, directors and senior officials",2380
E12000006,East of England,13,The Americas and the Caribbean: North America,2,2. Professional occupations,4423
E12000006,East of England,13,The Americas and the Caribbean: North America,3,3. Associate professional and technical occupations,4129
E12000006,East of England,13,The Americas and the Caribbean: North America,4,4. Administrative and secretarial occupations,1187
E12000006,East of England,13,The Americas and the Caribbean: North America,5,5. Skilled trades occupations,1294
E12000006,East of England,13,The Americas and the Caribbean: North America,6,"6. Caring, leisure and other service occupations",619
E12000006,East of England,13,The Americas and the Caribbean: North America,7,7. Sales and customer service occupations,496
E12000006,East of England,13,The Americas and the Caribbean: North America,8,"8. Process, plant and machine operatives",413
E12000006,East of England,13,The Americas and the Caribbean: North America,9,9. Elementary occupations,669
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,-8,Does not apply,3660
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,1,"1. Managers, directors and senior officials",495
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,2,2. Professional occupations,1387
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,3,3. Associate professional and technical occupations,617
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,4,4. Administrative and secretarial occupations,350
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,5,5. Skilled trades occupations,452
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,6,"6. Caring, leisure and other service occupations",856
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,7,7. Sales and customer service occupations,334
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,8,"8. Process, plant and machine operatives",472
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,9,9. Elementary occupations,1030
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",-8,Does not apply,1688
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",1,"1. Managers, directors and senior officials",745
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",2,2. Professional occupations,1702
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",3,3. Associate professional and technical occupations,645
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",4,4. Administrative and secretarial occupations,323
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",5,5. Skilled trades occupations,253
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",6,"6. Caring, leisure and other service occupations",243
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",7,7. Sales and customer service occupations,149
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",8,"8. Process, plant and machine operatives",85
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",9,9. Elementary occupations,146
E12000006,East of England,16,British Overseas Territories,-8,Does not apply,21
E12000006,East of England,16,British Overseas Territories,1,"1. Managers, directors and senior officials",1
E12000006,East of England,16,British Overseas Territories,2,2. Professional occupations,5
E12000006,East of England,16,British Overseas Territories,3,3. Associate professional and technical occupations,0
E12000006,East of England,16,British Overseas Territories,4,4. Administrative and secretarial occupations,0
E12000006,East of England,16,British Overseas Territories,5,5. Skilled trades occupations,3
E12000006,East of England,16,British Overseas Territories,6,"6. Caring, leisure and other service occupations",1
E12000006,East of England,16,British Overseas Territories,7,7. Sales and customer service occupations,4
E12000006,East of England,16,British Overseas Territories,8,"8. Process, plant and machine operatives",0
E12000006,East of England,16,British Overseas Territories,9,9. Elementary occupations,2
E12000006,East of England,17,No passport held,-8,Does not apply,656347
E12000006,East of England,17,No passport held,1,"1. Managers, directors and senior officials",10702
E12000006,East of England,17,No passport held,2,2. Professional occupations,10943
E12000006,East of England,17,No passport held,3,3. Associate professional and technical occupations,11559
E12000006,East of England,17,No passport held,4,4. Administrative and secretarial occupations,11902
E12000006,East of England,17,No passport held,5,5. Skilled trades occupations,25740
E12000006,East of England,17,No passport held,6,"6. Caring, leisure and other service occupations",22103
E12000006,East of England,17,No passport held,7,7. Sales and customer service occupations,18352
E12000006,East of England,17,No passport held,8,"8. Process, plant and machine operatives",18967
E12000006,East of England,17,No passport held,9,9. Elementary occupations,35598
E12000007,London,-8,Does not apply,-8,Does not apply,0
E12000007,London,-8,Does not apply,1,"1. Managers, directors and senior officials",0
E12000007,London,-8,Does not apply,2,2. Professional occupations,0
E12000007,London,-8,Does not apply,3,3. Associate professional and technical occupations,0
E12000007,London,-8,Does not apply,4,4. Administrative and secretarial occupations,0
E12000007,London,-8,Does not apply,5,5. Skilled trades occupations,0
E12000007,London,-8,Does not apply,6,"6. Caring, leisure and other service occupations",0
E12000007,London,-8,Does not apply,7,7. Sales and customer service occupations,0
E12000007,London,-8,Does not apply,8,"8. Process, plant and machine operatives",0
E12000007,London,-8,Does not apply,9,9. Elementary occupations,0
E12000007,London,1,Europe: United Kingdom,-8,Does not apply,3164382
E12000007,London,1,Europe: United Kingdom,1,"1. Managers, directors and senior officials",473008
E12000007,London,1,Europe: United Kingdom,2,2. Professional occupations,843385
E12000007,London,1,Europe: United Kingdom,3,3. Associate professional and technical occupations,513726
E12000007,London,1,Europe: United Kingdom,4,4. Administrative and secretarial occupations,291119
E12000007,London,1,Europe: United Kingdom,5,5. Skilled trades occupations,177576
E12000007,London,1,Europe: United Kingdom,6,"6. Caring, leisure and other service occupations",222271
E12000007,London,1,Europe: United Kingdom,7,7. Sales and customer service occupations,192820
E12000007,London,1,Europe: United Kingdom,8,"8. Process, plant and machine operatives",139067
E12000007,London,1,Europe: United Kingdom,9,9. Elementary occupations,186991
E12000007,London,2,Europe: Ireland,-8,Does not apply,52842
E12000007,London,2,Europe: Ireland,1,"1. Managers, directors and senior officials",12038
E12000007,London,2,Europe: Ireland,2,2. Professional occupations,23576
E12000007,London,2,Europe: Ireland,3,3. Associate professional and technical occupations,10986
E12000007,London,2,Europe: Ireland,4,4. Administrative and secretarial occupations,5207
E12000007,London,2,Europe: Ireland,5,5. Skilled trades occupations,4687
E12000007,London,2,Europe: Ireland,6,"6. Caring, leisure and other service occupations",3567
E12000007,London,2,Europe: Ireland,7,7. Sales and customer service occupations,2031
E12000007,London,2,Europe: Ireland,8,"8. Process, plant and machine operatives",2127
E12000007,London,2,Europe: Ireland,9,9. Elementary occupations,2942
E12000007,London,3,Europe: Other Europe: EU Member countries,-8,Does not apply,418521
E12000007,London,3,Europe: Other Europe: EU Member countries,1,"1. Managers, directors and senior officials",83855
E12000007,London,3,Europe: Other Europe: EU Member countries,2,2. Professional occupations,131340
E12000007,London,3,Europe: Other Europe: EU Member countries,3,3. Associate professional and technical occupations,85109
E12000007,London,3,Europe: Other Europe: EU Member countries,4,4. Administrative and secretarial occupations,43708
E12000007,London,3,Europe: Other Europe: EU Member countries,5,5. Skilled trades occupations,106391
E12000007,London,3,Europe: Other Europe: EU Member countries,6,"6. Caring, leisure and other service occupations",58887
E12000007,London,3,Europe: Other Europe: EU Member countries,7,7. Sales and customer service occupations,45203
E12000007,London,3,Europe: Other Europe: EU Member countries,8,"8. Process, plant and machine operatives",52281
E12000007,London,3,Europe: Other Europe: EU Member countries,9,9. Elementary occupations,144031
E12000007,London,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,34818
E12000007,London,4,Europe: Other Europe: Rest of Europe,1,"1. Managers, directors and senior officials",8271
E12000007,London,4,Europe: Other Europe: Rest of Europe,2,2. Professional occupations,11940
E12000007,London,4,Europe: Other Europe: Rest of Europe,3,3. Associate professional and technical occupations,6240
E12000007,London,4,Europe: Other Europe: Rest of Europe,4,4. Administrative and secretarial occupations,2575
E12000007,London,4,Europe: Other Europe: Rest of Europe,5,5. Skilled trades occupations,6733
E12000007,London,4,Europe: Other Europe: Rest of Europe,6,"6. Caring, leisure and other service occupations",2447
E12000007,London,4,Europe: Other Europe: Rest of Europe,7,7. Sales and customer service occupations,2202
E12000007,London,4,Europe: Other Europe: Rest of Europe,8,"8. Process, plant and machine operatives",1840
E12000007,London,4,Europe: Other Europe: Rest of Europe,9,9. Elementary occupations,5044
E12000007,London,5,Africa: North Africa,-8,Does not apply,9487
E12000007,London,5,Africa: North Africa,1,"1. Managers, directors and senior officials",789
E12000007,London,5,Africa: North Africa,2,2. Professional occupations,1747
E12000007,London,5,Africa: North Africa,3,3. Associate professional and technical occupations,678
E12000007,London,5,Africa: North Africa,4,4. Administrative and secretarial occupations,316
E12000007,London,5,Africa: North Africa,5,5. Skilled trades occupations,796
E12000007,London,5,Africa: North Africa,6,"6. Caring, leisure and other service occupations",495
E12000007,London,5,Africa: North Africa,7,7. Sales and customer service occupations,445
E12000007,London,5,Africa: North Africa,8,"8. Process, plant and machine operatives",552
E12000007,London,5,Africa: North Africa,9,9. Elementary occupations,1008
E12000007,London,6,Africa: Central and Western Africa,-8,Does not apply,30773
E12000007,London,6,Africa: Central and Western Africa,1,"1. Managers, directors and senior officials",2737
E12000007,London,6,Africa: Central and Western Africa,2,2. Professional occupations,5419
E12000007,London,6,Africa: Central and Western Africa,3,3. Associate professional and technical occupations,3435
E12000007,London,6,Africa: Central and Western Africa,4,4. Administrative and secretarial occupations,2016
E12000007,London,6,Africa: Central and Western Africa,5,5. Skilled trades occupations,1967
E12000007,London,6,Africa: Central and Western Africa,6,"6. Caring, leisure and other service occupations",12455
E12000007,London,6,Africa: Central and Western Africa,7,7. Sales and customer service occupations,2781
E12000007,London,6,Africa: Central and Western Africa,8,"8. Process, plant and machine operatives",2275
E12000007,London,6,Africa: Central and Western Africa,9,9. Elementary occupations,9904
E12000007,London,7,Africa: South and Eastern Africa,-8,Does not apply,11763
E12000007,London,7,Africa: South and Eastern Africa,1,"1. Managers, directors and senior officials",2824
E12000007,London,7,Africa: South and Eastern Africa,2,2. Professional occupations,5817
E12000007,London,7,Africa: South and Eastern Africa,3,3. Associate professional and technical occupations,2998
E12000007,London,7,Africa: South and Eastern Africa,4,4. Administrative and secretarial occupations,1543
E12000007,London,7,Africa: South and Eastern Africa,5,5. Skilled trades occupations,933
E12000007,London,7,Africa: South and Eastern Africa,6,"6. Caring, leisure and other service occupations",3196
E12000007,London,7,Africa: South and Eastern Africa,7,7. Sales and customer service occupations,1014
E12000007,London,7,Africa: South and Eastern Africa,8,"8. Process, plant and machine operatives",744
E12000007,London,7,Africa: South and Eastern Africa,9,9. Elementary occupations,1540
E12000007,London,8,Middle East and Asia: Middle East,-8,Does not apply,13711
E12000007,London,8,Middle East and Asia: Middle East,1,"1. Managers, directors and senior officials",1622
E12000007,London,8,Middle East and Asia: Middle East,2,2. Professional occupations,2745
E12000007,London,8,Middle East and Asia: Middle East,3,3. Associate professional and technical occupations,1222
E12000007,London,8,Middle East and Asia: Middle East,4,4. Administrative and secretarial occupations,522
E12000007,London,8,Middle East and Asia: Middle East,5,5. Skilled trades occupations,462
E12000007,London,8,Middle East and Asia: Middle East,6,"6. Caring, leisure and other service occupations",393
E12000007,London,8,Middle East and Asia: Middle East,7,7. Sales and customer service occupations,484
E12000007,London,8,Middle East and Asia: Middle East,8,"8. Process, plant and machine operatives",249
E12000007,London,8,Middle East and Asia: Middle East,9,9. Elementary occupations,410
E12000007,London,9,Middle East and Asia: Eastern Asia,-8,Does not apply,26994
E12000007,London,9,Middle East and Asia: Eastern Asia,1,"1. Managers, directors and senior officials",6882
E12000007,London,9,Middle East and Asia: Eastern Asia,2,2. Professional occupations,11093
E12000007,London,9,Middle East and Asia: Eastern Asia,3,3. Associate professional and technical occupations,5389
E12000007,London,9,Middle East and Asia: Eastern Asia,4,4. Administrative and secretarial occupations,2432
