Regions Code,Regions,Passports held (18 categories) Code,Passports held (18 categories),Occupation (current) (10 categories) Code,Occupation (current) (10 categories),Observation
E12000007,London,9,Middle East and Asia: Eastern Asia,5,5. Skilled trades occupations,1853
E12000007,London,9,Middle East and Asia: Eastern Asia,6,"6. Caring, leisure and other service occupations",1085
E12000007,London,9,Middle East and Asia: Eastern Asia,7,7. Sales and customer service occupations,1447
E12000007,London,9,Middle East and Asia: Eastern Asia,8,"8. Process, plant and machine operatives",291
E12000007,London,9,Middle East and Asia: Eastern Asia,9,9. Elementary occupations,1265
E12000007,London,10,Middle East and Asia: Southern Asia,-8,Does not apply,118232
E12000007,London,10,Middle East and Asia: Southern Asia,1,"1. Managers, directors and senior officials",13574
E12000007,London,10,Middle East and Asia: Southern Asia,2,2. Professional occupations,28187
E12000007,London,10,Middle East and Asia: Southern Asia,3,3. Associate professional and technical occupations,9516
E12000007,London,10,Middle East and Asia: Southern Asia,4,4. Administrative and secretarial occupations,6965
E12000007,London,10,Middle East and Asia: Southern Asia,5,5. Skilled trades occupations,7480
E12000007,London,10,Middle East and Asia: Southern Asia,6,"6. Caring, leisure and other service occupations",7406
E12000007,London,10,Middle East and Asia: Southern Asia,7,7. Sales and customer service occupations,13307
E12000007,London,10,Middle East and Asia: Southern Asia,8,"8. Process, plant and machine operatives",7362
E12000007,London,10,Middle East and Asia: Southern Asia,9,9. Elementary occupations,15552
E12000007,London,11,Middle East and Asia: South-East Asia,-8,Does not apply,16155
E12000007,London,11,Middle East and Asia: South-East Asia,1,"1. Managers, directors and senior officials",2423
E12000007,London,11,Middle East and Asia: South-East Asia,2,2. Professional occupations,11719
E12000007,London,11,Middle East and Asia: South-East Asia,3,3. Associate professional and technical occupations,2443
E12000007,London,11,Middle East and Asia: South-East Asia,4,4. Administrative and secretarial occupations,1460
E12000007,London,11,Middle East and Asia: South-East Asia,5,5. Skilled trades occupations,1395
E12000007,London,11,Middle East and Asia: South-East Asia,6,"6. Caring, leisure and other service occupations",4507
E12000007,London,11,Middle East and Asia: South-East Asia,7,7. Sales and customer service occupations,1116
E12000007,London,11,Middle East and Asia: South-East Asia,8,"8. Process, plant and machine operatives",421
E12000007,London,11,Middle East and Asia: South-East Asia,9,9. Elementary occupations,2782
E12000007,London,12,Middle East and Asia: Central Asia,-8,Does not apply,1246
E12000007,London,12,Middle East and Asia: Central Asia,1,"1. Managers, directors and senior officials",235
E12000007,London,12,Middle East and Asia: Central Asia,2,2. Professional occupations,404
E12000007,London,12,Middle East and Asia: Central Asia,3,3. Associate professional and technical occupations,180
E12000007,London,12,Middle East and Asia: Central Asia,4,4. Administrative and secretarial occupations,102
E12000007,London,12,Middle East and Asia: Central Asia,5,5. Skilled trades occupations,90
E12000007,London,12,Middle East and Asia: Central Asia,6,"6. Caring, leisure and other service occupations",69
E12000007,London,12,Middle East and Asia: Central Asia,7,7. Sales and customer service occupations,90
E12000007,London,12,Middle East and Asia: Central Asia,8,"8. Process, plant and machine operatives",50
E12000007,London,12,Middle East and Asia: Central Asia,9,9. Elementary occupations,93
E12000007,London,13,The Americas and the Caribbean: North America,-8,Does not apply,20352
E12000007,London,13,The Americas and the Caribbean: North America,1,"1. Managers, directors and senior officials",9530
E12000007,London,13,The Americas and the Caribbean: North America,2,2. Professional occupations,15075
E12000007,London,13,The Americas and the Caribbean: North America,3,3. Associate professional and technical occupations,7851
E12000007,London,13,The Americas and the Caribbean: North America,4,4. Administrative and secretarial occupations,1896
E12000007,London,13,The Americas and the Caribbean: North America,5,5. Skilled trades occupations,549
E12000007,London,13,The Americas and the Caribbean: North America,6,"6. Caring, leisure and other service occupations",867
E12000007,London,13,The Americas and the Caribbean: North America,7,7. Sales and customer service occupations,923
E12000007,London,13,The Americas and the Caribbean: North America,8,"8. Process, plant and machine operatives",282
E12000007,London,13,The Americas and the Caribbean: North America,9,9. Elementary occupations,527
E12000007,London,14,The Americas and the Caribbean: Central and South America,-8,Does not apply,27497
E12000007,London,14,The Americas and the Caribbean: Central and South America,1,"1. Managers, directors and senior officials",3799
E12000007,London,14,The Americas and the Caribbean: Central and South America,2,2. Professional occupations,7225
E12000007,London,14,The Americas and the Caribbean: Central and South America,3,3. Associate professional and technical occupations,4600
E12000007,London,14,The Americas and the Caribbean: Central and South America,4,4. Administrative and secretarial occupations,2257
E12000007,London,14,The Americas and the Caribbean: Central and South America,5,5. Skilled trades occupations,4270
E12000007,London,14,The Americas and the Caribbean: Central and South America,6,"6. Caring, leisure and other service occupations",6619
E12000007,London,14,The Americas and the Caribbean: Central and South America,7,7. Sales and customer service occupations,2337
E12000007,London,14,The Americas and the Caribbean: Central and South America,8,"8. Process, plant and machine operatives",3408
E12000007,London,14,The Americas and the Caribbean: Central and South America,9,9. Elementary occupations,10797
E12000007,London,15,"Antarctica and Oceania, including Australasia",-8,Does not apply,6198
E12000007,London,15,"Antarctica and Oceania, including Australasia",1,"1. Managers, directors and senior officials",6582
E12000007,London,15,"Antarctica and Oceania, including Australasia",2,2. Professional occupations,13748
E12000007,London,15,"Antarctica and Oceania, including Australasia",3,3. Associate professional and technical occupations,5721
E12000007,London,15,"Antarctica and Oceania, including Australasia",4,4. Administrative and secretarial occupations,1601
E12000007,London,15,"Antarctica and Oceania, including Australasia",5,5. Skilled trades occupations,878
E12000007,London,15,"Antarctica and Oceania, including Australasia",6,"6. Caring, leisure and other service occupations",849
E12000007,London,15,"Antarctica and Oceania, including Australasia",7,7. Sales and customer service occupations,614
E12000007,London,15,"Antarctica and Oceania, including Australasia",8,"8. Process, plant and machine operatives",200
E12000007,London,15,"Antarctica and Oceania, including Australasia",9,9. Elementary occupations,408
E12000007,London,16,British Overseas Territories,-8,Does not apply,55
E12000007,London,16,British Overseas Territories,1,"1. Managers, directors and senior officials",3
E12000007,London,16,British Overseas Territories,2,2. Professional occupations,9
E12000007,London,16,British Overseas Territories,3,3. Associate professional and technical occupations,8
E12000007,London,16,British Overseas Territories,4,4. Administrative and secretarial occupations,3
E12000007,London,16,British Overseas Territories,5,5. Skilled trades occupations,2
E12000007,London,16,British Overseas Territories,6,"6. Caring, leisure and other service occupations",2
E12000007,London,16,British Overseas Territories,7,7. Sales and customer service occupations,2
E12000007,London,16,British Overseas Territories,8,"8. Process, plant and machine operatives",2
E12000007,London,16,British Overseas Territories,9,9. Elementary occupations,2
E12000007,London,17,No passport held,-8,Does not apply,400455
E12000007,London,17,No passport held,1,"1. Managers, directors and senior officials",5335
E12000007,London,17,No passport held,2,2. Professional occupations,6976
E12000007,London,17,No passport held,3,3. Associate professional and technical occupations,6429
E12000007,London,17,No passport held,4,4. Administrative and secretarial occupations,5750
E12000007,London,17,No passport held,5,5. Skilled trades occupations,11261
E12000007,London,17,No passport held,6,"6. Caring, leisure and other service occupations",9562
E12000007,London,17,No passport held,7,7. Sales and customer service occupations,8281
E12000007,London,17,No passport held,8,"8. Process, plant and machine operatives",7683
E12000007,London,17,No passport held,9,9. Elementary occupations,17214
E12000008,South East,-8,Does not apply,-8,Does not apply,0
E12000008,South East,-8,Does not apply,1,"1. Managers, directors and senior officials",0
E12000008,South East,-8,Does not apply,2,2. Professional occupations,0
E12000008,South East,-8,Does not apply,3,3. Associate professional and technical occupations,0
E12000008,South East,-8,Does not apply,4,4. Administrative and secretarial occupations,0
E12000008,South East,-8,Does not apply,5,5. Skilled trades occupations,0
E12000008,South East,-8,Does not apply,6,"6. Caring, leisure and other service occupations",0
E12000008,South East,-8,Does not apply,7,7. Sales and customer service occupations,0
E12000008,South East,-8,Does not apply,8,"8. Process, plant and machine operatives",0
E12000008,South East,-8,Does not apply,9,9. Elementary occupations,0
E12000008,South East,1,Europe: United Kingdom,-8,Does not apply,3532011
E12000008,South East,1,Europe: United Kingdom,1,"1. Managers, directors and senior officials",596461
E12000008,South East,1,Europe: United Kingdom,2,2. Professional occupations,817855
E12000008,South East,1,Europe: United Kingdom,3,3. Associate professional and technical occupations,564596
E12000008,South East,1,Europe: United Kingdom,4,4. Administrative and secretarial occupations,368816
E12000008,South East,1,Europe: United Kingdom,5,5. Skilled trades occupations,369380
E12000008,South East,1,Europe: United Kingdom,6,"6. Caring, leisure and other service occupations",321562
E12000008,South East,1,Europe: United Kingdom,7,7. Sales and customer service occupations,250481
E12000008,South East,1,Europe: United Kingdom,8,"8. Process, plant and machine operatives",181497
E12000008,South East,1,Europe: United Kingdom,9,9. Elementary occupations,264089
E12000008,South East,2,Europe: Ireland,-8,Does not apply,25683
E12000008,South East,2,Europe: Ireland,1,"1. Managers, directors and senior officials",5982
E12000008,South East,2,Europe: Ireland,2,2. Professional occupations,9993
E12000008,South East,2,Europe: Ireland,3,3. Associate professional and technical occupations,4335
E12000008,South East,2,Europe: Ireland,4,4. Administrative and secretarial occupations,2595
E12000008,South East,2,Europe: Ireland,5,5. Skilled trades occupations,2102
E12000008,South East,2,Europe: Ireland,6,"6. Caring, leisure and other service occupations",2227
E12000008,South East,2,Europe: Ireland,7,7. Sales and customer service occupations,1190
E12000008,South East,2,Europe: Ireland,8,"8. Process, plant and machine operatives",1165
E12000008,South East,2,Europe: Ireland,9,9. Elementary occupations,1461
E12000008,South East,3,Europe: Other Europe: EU Member countries,-8,Does not apply,160264
E12000008,South East,3,Europe: Other Europe: EU Member countries,1,"1. Managers, directors and senior officials",29879
E12000008,South East,3,Europe: Other Europe: EU Member countries,2,2. Professional occupations,52579
E12000008,South East,3,Europe: Other Europe: EU Member countries,3,3. Associate professional and technical occupations,30295
E12000008,South East,3,Europe: Other Europe: EU Member countries,4,4. Administrative and secretarial occupations,20641
E12000008,South East,3,Europe: Other Europe: EU Member countries,5,5. Skilled trades occupations,34805
E12000008,South East,3,Europe: Other Europe: EU Member countries,6,"6. Caring, leisure and other service occupations",34311
E12000008,South East,3,Europe: Other Europe: EU Member countries,7,7. Sales and customer service occupations,18989
E12000008,South East,3,Europe: Other Europe: EU Member countries,8,"8. Process, plant and machine operatives",37789
E12000008,South East,3,Europe: Other Europe: EU Member countries,9,9. Elementary occupations,65762
E12000008,South East,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,10056
E12000008,South East,4,Europe: Other Europe: Rest of Europe,1,"1. Managers, directors and senior officials",1993
E12000008,South East,4,Europe: Other Europe: Rest of Europe,2,2. Professional occupations,2719
E12000008,South East,4,Europe: Other Europe: Rest of Europe,3,3. Associate professional and technical occupations,1375
E12000008,South East,4,Europe: Other Europe: Rest of Europe,4,4. Administrative and secretarial occupations,748
E12000008,South East,4,Europe: Other Europe: Rest of Europe,5,5. Skilled trades occupations,1501
E12000008,South East,4,Europe: Other Europe: Rest of Europe,6,"6. Caring, leisure and other service occupations",977
E12000008,South East,4,Europe: Other Europe: Rest of Europe,7,7. Sales and customer service occupations,778
E12000008,South East,4,Europe: Other Europe: Rest of Europe,8,"8. Process, plant and machine operatives",661
E12000008,South East,4,Europe: Other Europe: Rest of Europe,9,9. Elementary occupations,1731
E12000008,South East,5,Africa: North Africa,-8,Does not apply,3273
E12000008,South East,5,Africa: North Africa,1,"1. Managers, directors and senior officials",225
E12000008,South East,5,Africa: North Africa,2,2. Professional occupations,962
E12000008,South East,5,Africa: North Africa,3,3. Associate professional and technical occupations,197
E12000008,South East,5,Africa: North Africa,4,4. Administrative and secretarial occupations,107
E12000008,South East,5,Africa: North Africa,5,5. Skilled trades occupations,207
E12000008,South East,5,Africa: North Africa,6,"6. Caring, leisure and other service occupations",215
E12000008,South East,5,Africa: North Africa,7,7. Sales and customer service occupations,161
E12000008,South East,5,Africa: North Africa,8,"8. Process, plant and machine operatives",231
E12000008,South East,5,Africa: North Africa,9,9. Elementary occupations,344
E12000008,South East,6,Africa: Central and Western Africa,-8,Does not apply,8098
E12000008,South East,6,Africa: Central and Western Africa,1,"1. Managers, directors and senior officials",782
E12000008,South East,6,Africa: Central and Western Africa,2,2. Professional occupations,3316
E12000008,South East,6,Africa: Central and Western Africa,3,3. Associate professional and technical occupations,1051
E12000008,South East,6,Africa: Central and Western Africa,4,4. Administrative and secretarial occupations,554
E12000008,South East,6,Africa: Central and Western Africa,5,5. Skilled trades occupations,319
E12000008,South East,6,Africa: Central and Western Africa,6,"6. Caring, leisure and other service occupations",3675
E12000008,South East,6,Africa: Central and Western Africa,7,7. Sales and customer service occupations,671
E12000008,South East,6,Africa: Central and Western Africa,8,"8. Process, plant and machine operatives",568
E12000008,South East,6,Africa: Central and Western Africa,9,9. Elementary occupations,2025
E12000008,South East,7,Africa: South and Eastern Africa,-8,Does not apply,10451
E12000008,South East,7,Africa: South and Eastern Africa,1,"1. Managers, directors and senior officials",2244
E12000008,South East,7,Africa: South and Eastern Africa,2,2. Professional occupations,4781
E12000008,South East,7,Africa: South and Eastern Africa,3,3. Associate professional and technical occupations,2341
E12000008,South East,7,Africa: South and Eastern Africa,4,4. Administrative and secretarial occupations,1390
E12000008,South East,7,Africa: South and Eastern Africa,5,5. Skilled trades occupations,1043
E12000008,South East,7,Africa: South and Eastern Africa,6,"6. Caring, leisure and other service occupations",3645
E12000008,South East,7,Africa: South and Eastern Africa,7,7. Sales and customer service occupations,906
E12000008,South East,7,Africa: South and Eastern Africa,8,"8. Process, plant and machine operatives",720
E12000008,South East,7,Africa: South and Eastern Africa,9,9. Elementary occupations,1194
E12000008,South East,8,Middle East and Asia: Middle East,-8,Does not apply,4320
E12000008,South East,8,Middle East and Asia: Middle East,1,"1. Managers, directors and senior officials",286
E12000008,South East,8,Middle East and Asia: Middle East,2,2. Professional occupations,896
E12000008,South East,8,Middle East and Asia: Middle East,3,3. Associate professional and technical occupations,264
E12000008,South East,8,Middle East and Asia: Middle East,4,4. Administrative and secretarial occupations,137
E12000008,South East,8,Middle East and Asia: Middle East,5,5. Skilled trades occupations,133
E12000008,South East,8,Middle East and Asia: Middle East,6,"6. Caring, leisure and other service occupations",140
E12000008,South East,8,Middle East and Asia: Middle East,7,7. Sales and customer service occupations,164
E12000008,South East,8,Middle East and Asia: Middle East,8,"8. Process, plant and machine operatives",100
E12000008,South East,8,Middle East and Asia: Middle East,9,9. Elementary occupations,158
E12000008,South East,9,Middle East and Asia: Eastern Asia,-8,Does not apply,9819
E12000008,South East,9,Middle East and Asia: Eastern Asia,1,"1. Managers, directors and senior officials",1661
E12000008,South East,9,Middle East and Asia: Eastern Asia,2,2. Professional occupations,3294
E12000008,South East,9,Middle East and Asia: Eastern Asia,3,3. Associate professional and technical occupations,1275
E12000008,South East,9,Middle East and Asia: Eastern Asia,4,4. Administrative and secretarial occupations,746
E12000008,South East,9,Middle East and Asia: Eastern Asia,5,5. Skilled trades occupations,953
E12000008,South East,9,Middle East and Asia: Eastern Asia,6,"6. Caring, leisure and other service occupations",497
E12000008,South East,9,Middle East and Asia: Eastern Asia,7,7. Sales and customer service occupations,619
E12000008,South East,9,Middle East and Asia: Eastern Asia,8,"8. Process, plant and machine operatives",106
E12000008,South East,9,Middle East and Asia: Eastern Asia,9,9. Elementary occupations,588
E12000008,South East,10,Middle East and Asia: Southern Asia,-8,Does not apply,45289
E12000008,South East,10,Middle East and Asia: Southern Asia,1,"1. Managers, directors and senior officials",4426
E12000008,South East,10,Middle East and Asia: Southern Asia,2,2. Professional occupations,17505
E12000008,South East,10,Middle East and Asia: Southern Asia,3,3. Associate professional and technical occupations,4283
E12000008,South East,10,Middle East and Asia: Southern Asia,4,4. Administrative and secretarial occupations,2490
E12000008,South East,10,Middle East and Asia: Southern Asia,5,5. Skilled trades occupations,2564
E12000008,South East,10,Middle East and Asia: Southern Asia,6,"6. Caring, leisure and other service occupations",5081
E12000008,South East,10,Middle East and Asia: Southern Asia,7,7. Sales and customer service occupations,4375
E12000008,South East,10,Middle East and Asia: Southern Asia,8,"8. Process, plant and machine operatives",3405
E12000008,South East,10,Middle East and Asia: Southern Asia,9,9. Elementary occupations,7777
E12000008,South East,11,Middle East and Asia: South-East Asia,-8,Does not apply,7054
E12000008,South East,11,Middle East and Asia: South-East Asia,1,"1. Managers, directors and senior officials",803
E12000008,South East,11,Middle East and Asia: South-East Asia,2,2. Professional occupations,5046
E12000008,South East,11,Middle East and Asia: South-East Asia,3,3. Associate professional and technical occupations,761
E12000008,South East,11,Middle East and Asia: South-East Asia,4,4. Administrative and secretarial occupations,558
E12000008,South East,11,Middle East and Asia: South-East Asia,5,5. Skilled trades occupations,929
E12000008,South East,11,Middle East and Asia: South-East Asia,6,"6. Caring, leisure and other service occupations",2434
E12000008,South East,11,Middle East and Asia: South-East Asia,7,7. Sales and customer service occupations,584
E12000008,South East,11,Middle East and Asia: South-East Asia,8,"8. Process, plant and machine operatives",219
E12000008,South East,11,Middle East and Asia: South-East Asia,9,9. Elementary occupations,1487
E12000008,South East,12,Middle East and Asia: Central Asia,-8,Does not apply,336
E12000008,South East,12,Middle East and Asia: Central Asia,1,"1. Managers, directors and senior officials",56
E12000008,South East,12,Middle East and Asia: Central Asia,2,2. Professional occupations,64
E12000008,South East,12,Middle East and Asia: Central Asia,3,3. Associate professional and technical occupations,37
E12000008,South East,12,Middle East and Asia: Central Asia,4,4. Administrative and secretarial occupations,39
E12000008,South East,12,Middle East and Asia: Central Asia,5,5. Skilled trades occupations,17
E12000008,South East,12,Middle East and Asia: Central Asia,6,"6. Caring, leisure and other service occupations",28
E12000008,South East,12,Middle East and Asia: Central Asia,7,7. Sales and customer service occupations,19
E12000008,South East,12,Middle East and Asia: Central Asia,8,"8. Process, plant and machine operatives",11
E12000008,South East,12,Middle East and Asia: Central Asia,9,9. Elementary occupations,21
E12000008,South East,13,The Americas and the Caribbean: North America,-8,Does not apply,10196
E12000008,South East,13,The Americas and the Caribbean: North America,1,"1. Managers, directors and senior officials",2368
E12000008,South East,13,The Americas and the Caribbean: North America,2,2. Professional occupations,4956
E12000008,South East,13,The Americas and the Caribbean: North America,3,3. Associate professional and technical occupations,2369
E12000008,South East,13,The Americas and the Caribbean: North America,4,4. Administrative and secretarial occupations,1036
E12000008,South East,13,The Americas and the Caribbean: North America,5,5. Skilled trades occupations,417
E12000008,South East,13,The Americas and the Caribbean: North America,6,"6. Caring, leisure and other service occupations",567
E12000008,South East,13,The Americas and the Caribbean: North America,7,7. Sales and customer service occupations,555
E12000008,South East,13,The Americas and the Caribbean: North America,8,"8. Process, plant and machine operatives",177
E12000008,South East,13,The Americas and the Caribbean: North America,9,9. Elementary occupations,425
E12000008,South East,14,The Americas and the Caribbean: Central and South America,-8,Does not apply,6679
E12000008,South East,14,The Americas and the Caribbean: Central and South America,1,"1. Managers, directors and senior officials",904
E12000008,South East,14,The Americas and the Caribbean: Central and South America,2,2. Professional occupations,2445
E12000008,South East,14,The Americas and the Caribbean: Central and South America,3,3. Associate professional and technical occupations,1208
E12000008,South East,14,The Americas and the Caribbean: Central and South America,4,4. Administrative and secretarial occupations,639
E12000008,South East,14,The Americas and the Caribbean: Central and South America,5,5. Skilled trades occupations,799
E12000008,South East,14,The Americas and the Caribbean: Central and South America,6,"6. Caring, leisure and other service occupations",1374
E12000008,South East,14,The Americas and the Caribbean: Central and South America,7,7. Sales and customer service occupations,586
E12000008,South East,14,The Americas and the Caribbean: Central and South America,8,"8. Process, plant and machine operatives",853
E12000008,South East,14,The Americas and the Caribbean: Central and South America,9,9. Elementary occupations,2259
E12000008,South East,15,"Antarctica and Oceania, including Australasia",-8,Does not apply,4163
E12000008,South East,15,"Antarctica and Oceania, including Australasia",1,"1. Managers, directors and senior officials",1823
E12000008,South East,15,"Antarctica and Oceania, including Australasia",2,2. Professional occupations,3074
E12000008,South East,15,"Antarctica and Oceania, including Australasia",3,3. Associate professional and technical occupations,1468
E12000008,South East,15,"Antarctica and Oceania, including Australasia",4,4. Administrative and secretarial occupations,670
E12000008,South East,15,"Antarctica and Oceania, including Australasia",5,5. Skilled trades occupations,578
E12000008,South East,15,"Antarctica and Oceania, including Australasia",6,"6. Caring, leisure and other service occupations",524
E12000008,South East,15,"Antarctica and Oceania, including Australasia",7,7. Sales and customer service occupations,300
E12000008,South East,15,"Antarctica and Oceania, including Australasia",8,"8. Process, plant and machine operatives",190
E12000008,South East,15,"Antarctica and Oceania, including Australasia",9,9. Elementary occupations,307
E12000008,South East,16,British Overseas Territories,-8,Does not apply,33
E12000008,South East,16,British Overseas Territories,1,"1. Managers, directors and senior officials",4
E12000008,South East,16,British Overseas Territories,2,2. Professional occupations,2
E12000008,South East,16,British Overseas Territories,3,3. Associate professional and technical occupations,4
E12000008,South East,16,British Overseas Territories,4,4. Administrative and secretarial occupations,5
E12000008,South East,16,British Overseas Territories,5,5. Skilled trades occupations,1
E12000008,South East,16,British Overseas Territories,6,"6. Caring, leisure and other service occupations",3
E12000008,South East,16,British Overseas Territories,7,7. Sales and customer service occupations,1
E12000008,South East,16,British Overseas Territories,8,"8. Process, plant and machine operatives",2
E12000008,South East,16,British Overseas Territories,9,9. Elementary occupations,4
E12000008,South East,17,No passport held,-8,Does not apply,808500
E12000008,South East,17,No passport held,1,"1. Managers, directors and senior officials",13000
E12000008,South East,17,No passport held,2,2. Professional occupations,13700
E12000008,South East,17,No passport held,3,3. Associate professional and technical occupations,14535
E12000008,South East,17,No passport held,4,4. Administrative and secretarial occupations,14213
E12000008,South East,17,No passport held,5,5. Skilled trades occupations,29989
E12000008,South East,17,No passport held,6,"6. Caring, leisure and other service occupations",26922
E12000008,South East,17,No passport held,7,7. Sales and customer service occupations,22120
E12000008,South East,17,No passport held,8,"8. Process, plant and machine operatives",19621
E12000008,South East,17,No passport held,9,9. Elementary occupations,41093
E12000009,South West,-8,Does not apply,-8,Does not apply,0
E12000009,South West,-8,Does not apply,1,"1. Managers, directors and senior officials",0
E12000009,South West,-8,Does not apply,2,2. Professional occupations,0
E12000009,South West,-8,Does not apply,3,3. Associate professional and technical occupations,0
E12000009,South West,-8,Does not apply,4,4. Administrative and secretarial occupations,0
E12000009,South West,-8,Does not apply,5,5. Skilled trades occupations,0
E12000009,South West,-8,Does not apply,6,"6. Caring, leisure and other service occupations",0
E12000009,South West,-8,Does not apply,7,7. Sales and customer service occupations,0
E12000009,South West,-8,Does not apply,8,"8. Process, plant and machine operatives",0
E12000009,South West,-8,Does not apply,9,9. Elementary occupations,0
E12000009,South West,1,Europe: United Kingdom,-8,Does not apply,2109130
E12000009,South West,1,Europe: United Kingdom,1,"1. Managers, directors and senior officials",312255
E12000009,South West,1,Europe: United Kingdom,2,2. Professional occupations,458186
E12000009,South West,1,Europe: United Kingdom,3,3. Associate professional and technical occupations,308084
E12000009,South West,1,Europe: United Kingdom,4,4. Administrative and secretarial occupations,222621
E12000009,South West,1,Europe: United Kingdom,5,5. Skilled trades occupations,271490
E12000009,South West,1,Europe: United Kingdom,6,"6. Caring, leisure and other service occupations",214965
E12000009,South West,1,Europe: United Kingdom,7,7. Sales and customer service occupations,166298
E12000009,South West,1,Europe: United Kingdom,8,"8. Process, plant and machine operatives",126985
E12000009,South West,1,Europe: United Kingdom,9,9. Elementary occupations,187529
E12000009,South West,2,Europe: Ireland,-8,Does not apply,9680
E12000009,South West,2,Europe: Ireland,1,"1. Managers, directors and senior officials",1784
E12000009,South West,2,Europe: Ireland,2,2. Professional occupations,3660
E12000009,South West,2,Europe: Ireland,3,3. Associate professional and technical occupations,1554
E12000009,South West,2,Europe: Ireland,4,4. Administrative and secretarial occupations,868
E12000009,South West,2,Europe: Ireland,5,5. Skilled trades occupations,900
E12000009,South West,2,Europe: Ireland,6,"6. Caring, leisure and other service occupations",881
E12000009,South West,2,Europe: Ireland,7,7. Sales and customer service occupations,540
E12000009,South West,2,Europe: Ireland,8,"8. Process, plant and machine operatives",452
E12000009,South West,2,Europe: Ireland,9,9. Elementary occupations,713
E12000009,South West,3,Europe: Other Europe: EU Member countries,-8,Does not apply,70383
E12000009,South West,3,Europe: Other Europe: EU Member countries,1,"1. Managers, directors and senior officials",10999
E12000009,South West,3,Europe: Other Europe: EU Member countries,2,2. Professional occupations,20975
E12000009,South West,3,Europe: Other Europe: EU Member countries,3,3. Associate professional and technical occupations,11921
E12000009,South West,3,Europe: Other Europe: EU Member countries,4,4. Administrative and secretarial occupations,8569
E12000009,South West,3,Europe: Other Europe: EU Member countries,5,5. Skilled trades occupations,16102
E12000009,South West,3,Europe: Other Europe: EU Member countries,6,"6. Caring, leisure and other service occupations",16650
E12000009,South West,3,Europe: Other Europe: EU Member countries,7,7. Sales and customer service occupations,8615
E12000009,South West,3,Europe: Other Europe: EU Member countries,8,"8. Process, plant and machine operatives",22556
E12000009,South West,3,Europe: Other Europe: EU Member countries,9,9. Elementary occupations,32614
E12000009,South West,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,3594
E12000009,South West,4,Europe: Other Europe: Rest of Europe,1,"1. Managers, directors and senior officials",533
E12000009,South West,4,Europe: Other Europe: Rest of Europe,2,2. Professional occupations,783
E12000009,South West,4,Europe: Other Europe: Rest of Europe,3,3. Associate professional and technical occupations,423
E12000009,South West,4,Europe: Other Europe: Rest of Europe,4,4. Administrative and secretarial occupations,227
E12000009,South West,4,Europe: Other Europe: Rest of Europe,5,5. Skilled trades occupations,545
E12000009,South West,4,Europe: Other Europe: Rest of Europe,6,"6. Caring, leisure and other service occupations",381
E12000009,South West,4,Europe: Other Europe: Rest of Europe,7,7. Sales and customer service occupations,296
E12000009,South West,4,Europe: Other Europe: Rest of Europe,8,"8. Process, plant and machine operatives",296
E12000009,South West,4,Europe: Other Europe: Rest of Europe,9,9. Elementary occupations,609
E12000009,South West,5,Africa: North Africa,-8,Does not apply,1292
E12000009,South West,5,Africa: North Africa,1,"1. Managers, directors and senior officials",60
E12000009,South West,5,Africa: North Africa,2,2. Professional occupations,362
E12000009,South West,5,Africa: North Africa,3,3. Associate professional and technical occupations,74
E12000009,South West,5,Africa: North Africa,4,4. Administrative and secretarial occupations,25
E12000009,South West,5,Africa: North Africa,5,5. Skilled trades occupations,91
E12000009,South West,5,Africa: North Africa,6,"6. Caring, leisure and other service occupations",92
E12000009,South West,5,Africa: North Africa,7,7. Sales and customer service occupations,62
E12000009,South West,5,Africa: North Africa,8,"8. Process, plant and machine operatives",88
E12000009,South West,5,Africa: North Africa,9,9. Elementary occupations,162
E12000009,South West,6,Africa: Central and Western Africa,-8,Does not apply,2267
E12000009,South West,6,Africa: Central and Western Africa,1,"1. Managers, directors and senior officials",124
E12000009,South West,6,Africa: Central and Western Africa,2,2. Professional occupations,952
E12000009,South West,6,Africa: Central and Western Africa,3,3. Associate professional and technical occupations,228
E12000009,South West,6,Africa: Central and Western Africa,4,4. Administrative and secretarial occupations,138
E12000009,South West,6,Africa: Central and Western Africa,5,5. Skilled trades occupations,108
E12000009,South West,6,Africa: Central and Western Africa,6,"6. Caring, leisure and other service occupations",1060
E12000009,South West,6,Africa: Central and Western Africa,7,7. Sales and customer service occupations,159
E12000009,South West,6,Africa: Central and Western Africa,8,"8. Process, plant and machine operatives",133
E12000009,South West,6,Africa: Central and Western Africa,9,9. Elementary occupations,497
E12000009,South West,7,Africa: South and Eastern Africa,-8,Does not apply,3262
E12000009,South West,7,Africa: South and Eastern Africa,1,"1. Managers, directors and senior officials",505
E12000009,South West,7,Africa: South and Eastern Africa,2,2. Professional occupations,1340
E12000009,South West,7,Africa: South and Eastern Africa,3,3. Associate professional and technical occupations,661
E12000009,South West,7,Africa: South and Eastern Africa,4,4. Administrative and secretarial occupations,446
E12000009,South West,7,Africa: South and Eastern Africa,5,5. Skilled trades occupations,353
E12000009,South West,7,Africa: South and Eastern Africa,6,"6. Caring, leisure and other service occupations",1145
E12000009,South West,7,Africa: South and Eastern Africa,7,7. Sales and customer service occupations,325
E12000009,South West,7,Africa: South and Eastern Africa,8,"8. Process, plant and machine operatives",244
E12000009,South West,7,Africa: South and Eastern Africa,9,9. Elementary occupations,471
